ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000120158,RCL1,ENSP00000371169,Q9Y2P8,9,p24.1
ENSG00000183354,BRD10,ENSP00000438370,,9,p24.1
ENSG00000044459,CNTLN,ENSP00000370021,Q9NXG0,9,p22.2
ENSG00000188133,TMEM215,ENSP00000345468,Q68D42,9,p21.1
ENSG00000176399,DMRTA1,ENSP00000319651,Q5VZB9,9,p21.3
ENSG00000147874,HAUS6,ENSP00000369871,Q7Z4H7,9,p22.1
ENSG00000164985,PSIP1,ENSP00000370114,O75475,9,p22.3
ENSG00000137074,APTX,ENSP00000500396,Q7Z2E3,9,p21.1
ENSG00000164989,CCDC171,ENSP00000370077,Q6TFL3,9,p22.3
ENSG00000107295,SH3GL2,ENSP00000369981,Q99962,9,p22.2
ENSG00000153714,LURAP1L,ENSP00000321026,Q8IV03,9,p23
ENSG00000086102,NFX1,ENSP00000368856,Q12986,9,p13.3
ENSG00000107105,ELAVL2,ENSP00000369453,,9,p21.3
ENSG00000137106,GRHPR,ENSP00000313432,Q9UBQ7,9,p13.2
ENSG00000196092,PAX5,ENSP00000350844,Q02548,9,p13.2
ENSG00000156052,GNAQ,ENSP00000286548,P50148,9,q21.2
ENSG00000197506,SLC28A3,ENSP00000365413,Q9HAS3,9,q21.33
ENSG00000204612,FOXB2,ENSP00000365898,Q5VYV0,9,q21.2
ENSG00000154330,PGM5,ENSP00000379674,Q15124,9,q21.11
ENSG00000135069,PSAT1,ENSP00000317606,Q9Y617,9,q21.2
ENSG00000165105,RASEF,ENSP00000365630,Q8IZ41,9,q21.32
ENSG00000106733,NMRK1,ENSP00000366007,,9,q21.13
ENSG00000137054,POLR1E,ENSP00000367029,Q9GZS1,9,p13.2
ENSG00000135052,GOLM1,ENSP00000373364,Q8NBJ4,9,q21.33
ENSG00000083223,TUT7,ENSP00000277141,,9,q21.33
ENSG00000107165,TYRP1,ENSP00000419006,,9,p23
ENSG00000156049,GNA14,ENSP00000365807,O95837,9,q21.2
ENSG00000107372,ZFAND5,ENSP00000366161,O76080,9,q21.13
ENSG00000168795,ZBTB5,ENSP00000307604,O15062,9,p13.2
ENSG00000135040,NAA35,ENSP00000354972,Q5VZE5,9,q21.33
ENSG00000187559,FOXD4L3,ENSP00000341961,Q6VB84,9,q21.11
ENSG00000165233,CARD19,ENSP00000364613,Q96LW7,9,q22.31
ENSG00000134996,OSTF1,ENSP00000340836,Q92882,9,q21.13
ENSG00000172159,FRMD3,ENSP00000328615,A2A2Y4,9,q21.32
ENSG00000130222,GADD45G,ENSP00000252506,O95257,9,q22.2
ENSG00000136842,TMOD1,ENSP00000259365,P28289,9,q22.33
ENSG00000136891,TEX10,ENSP00000364037,Q9NXF1,9,q31.1
ENSG00000198785,GRIN3A,ENSP00000355155,Q8TCU5,9,q31.1
ENSG00000155833,CYLC2,ENSP00000420256,Q14093,9,q31.1
ENSG00000095209,TMEM38B,ENSP00000403026,,9,q31.2
ENSG00000131668,BARX1,ENSP00000253968,Q9HBU1,9,q22.32
ENSG00000131669,NINJ1,ENSP00000364595,Q92982,9,q22.31
ENSG00000197969,VPS13A,ENSP00000365823,Q96RL7,9,q21.2
ENSG00000119318,RAD23B,ENSP00000416868,,9,q31.2
ENSG00000136944,LMX1B,ENSP00000436930,O60663,9,q33.3
ENSG00000196730,DAPK1,ENSP00000350785,P53355,9,q21.33
ENSG00000136925,TSTD2,ENSP00000342499,Q5T7W7,9,q22.33
ENSG00000078725,BRINP1,ENSP00000265922,O60477,9,q33.1
ENSG00000148123,PLPPR1,ENSP00000364008,Q8TBJ4,9,q31.1
ENSG00000136937,NCBP1,ENSP00000364289,Q09161,9,q22.33
ENSG00000185775,SPATA31A6,ENSP00000329825,Q5VVP1,9,p11.2
ENSG00000187210,GCNT1,ENSP00000365920,Q02742,9,q21.13
ENSG00000196781,TLE1,ENSP00000365682,Q04724,9,q21.32
ENSG00000180447,GAS1,ENSP00000298743,P54826,9,q21.33
ENSG00000127084,FGD3,ENSP00000364631,Q5JSP0,9,q22.31
ENSG00000119509,INVS,ENSP00000262457,Q9Y283,9,q31.1
ENSG00000136824,SMC2,ENSP00000414999,,9,q31.1
ENSG00000251349,MSANTD3-TMEFF1,ENSP00000424768,,9,q31.1
ENSG00000157303,SUSD3,ENSP00000364621,Q96L08,9,q22.31
ENSG00000148200,NR6A1,ENSP00000420267,Q15406,9,q33.3
ENSG00000148175,STOM,ENSP00000286713,P27105,9,q33.2
ENSG00000106723,SPIN1,ENSP00000365019,Q9Y657,9,q22.1
ENSG00000187742,SECISBP2,ENSP00000364965,Q96T21,9,q22.2
ENSG00000196739,COL27A1,ENSP00000348385,Q8IZC6,9,q32
ENSG00000136942,RPL35,ENSP00000362671,,9,q33.3
ENSG00000241697,TMEFF1,ENSP00000364013,Q8IYR6,9,q31.1
ENSG00000136826,KLF4,ENSP00000363804,O43474,9,q31.2
ENSG00000135070,ISCA1,ENSP00000365159,Q9BUE6,9,q21.33
ENSG00000160563,MED27,ENSP00000498604,,9,q34.13
ENSG00000136950,ARPC5L,ENSP00000345361,Q9BPX5,9,q33.3
