ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000174227,PIGG,ENSP00000427069,,4,p16.3
ENSG00000109667,SLC2A9,ENSP00000264784,Q9NRM0,4,p16.1
ENSG00000109606,DHX15,ENSP00000336741,O43143,4,p15.2
ENSG00000272602,ZNF595,ENSP00000477392,Q8IYB9,4,p16.3
ENSG00000109625,CPZ,ENSP00000354255,Q66K79,4,p16.1
ENSG00000152953,STK32B,ENSP00000282908,Q9NY57,4,p16.2
ENSG00000163132,MSX1,ENSP00000372170,P28360,4,p16.2
ENSG00000170891,CYTL1,ENSP00000303550,Q9NRR1,4,p16.2
ENSG00000155275,TRMT44,ENSP00000424643,Q8IYL2,4,p16.1
ENSG00000169676,DRD5,ENSP00000306129,P21918,4,p16.1
ENSG00000169744,LDB2,ENSP00000422552,,4,p15.32
ENSG00000215612,HMX1,ENSP00000446997,,4,p16.1
ENSG00000152990,ADGRA3,ENSP00000424927,,4,p15.2
ENSG00000155269,GPR78,ENSP00000424326,,4,p16.1
ENSG00000154274,C4orf19,ENSP00000371408,Q8IY42,4,p14
ENSG00000109680,TBC1D19,ENSP00000423116,,4,p15.2
ENSG00000109819,PPARGC1A,ENSP00000264867,Q9UBK2,4,p15.2
ENSG00000145147,SLIT2,ENSP00000427548,O94813,4,p15.31
ENSG00000091490,SEL1L3,ENSP00000382767,Q68CR1,4,p15.2
ENSG00000169019,COMMD8,ENSP00000370984,Q9NX08,4,p12
ENSG00000109171,SLAIN2,ENSP00000264313,Q9P270,4,p11
ENSG00000145247,OCIAD2,ENSP00000423014,Q56VL3,4,p11
ENSG00000181826,RELL1,ENSP00000313385,Q8IUW5,4,p14
ENSG00000157796,WDR19,ENSP00000382717,Q8NEZ3,4,p14
ENSG00000002587,HS3ST1,ENSP00000002596,O14792,4,p15.33
ENSG00000250312,ZNF718,ENSP00000480556,Q3SXZ3,4,p16.3
ENSG00000163288,GABRB1,ENSP00000426753,,4,p12
ENSG00000145244,CORIN,ENSP00000273857,Q9Y5Q5,4,p12
ENSG00000134852,CLOCK,ENSP00000308741,O15516,4,q12
ENSG00000145241,CENPC,ENSP00000273853,Q03188,4,q13.2
ENSG00000205678,TECRL,ENSP00000426043,,4,q13.1
ENSG00000157765,SLC34A2,ENSP00000494094,O95436,4,p15.2
ENSG00000109181,UGT2B10,ENSP00000265403,P36537,4,q13.2
ENSG00000173597,SULT1B1,ENSP00000308770,O43704,4,q13.3
ENSG00000183783,KCTD8,ENSP00000353129,Q6ZWB6,4,p13
ENSG00000198301,SDAD1,ENSP00000379060,,4,q21.1
ENSG00000145309,CABS1,ENSP00000273936,Q96KC9,4,q13.3
ENSG00000171201,SMR3B,ENSP00000423138,P02814,4,q13.3
ENSG00000170516,COX7B2,ENSP00000379784,Q8TF08,4,p12
ENSG00000213759,UGT2B11,ENSP00000387683,O75310,4,q13.2
ENSG00000138771,SHROOM3,ENSP00000296043,Q8TF72,4,q21.1
ENSG00000145284,SCD5,ENSP00000316329,Q86SK9,4,q21.22
ENSG00000109787,KLF3,ENSP00000261438,P57682,4,p14
ENSG00000156269,NAA11,ENSP00000422022,,4,q21.21
ENSG00000173040,EVC2,ENSP00000431981,,4,p16.2
ENSG00000189308,LIN54,ENSP00000341947,Q6MZP7,4,q21.22
ENSG00000168152,THAP9,ENSP00000423622,,4,q21.22
ENSG00000196475,GK2,ENSP00000351706,Q14410,4,q21.21
ENSG00000109208,SMR3A,ENSP00000226460,Q99954,4,q13.3
ENSG00000035720,STAP1,ENSP00000265404,Q9ULZ2,4,q13.2
ENSG00000145246,ATP10D,ENSP00000273859,Q9P241,4,p12
ENSG00000074211,PPP2R2C,ENSP00000335083,Q9Y2T4,4,p16.1
ENSG00000171234,UGT2B7,ENSP00000426206,,4,q13.2
ENSG00000164038,SLC9B2,ENSP00000354574,Q86UD5,4,q24
ENSG00000169116,PARM1,ENSP00000424276,,4,q13.3
ENSG00000169836,TACR3,ENSP00000303325,P29371,4,q24
ENSG00000153064,BANK1,ENSP00000421443,Q8NDB2,4,q24
ENSG00000138678,GPAT3,ENSP00000378651,Q53EU6,4,q21.23
ENSG00000174796,THAP6,ENSP00000422402,,4,q21.1
ENSG00000145354,CISD2,ENSP00000494257,,4,q24
ENSG00000164032,H2AZ1,ENSP00000498935,,4,q23
ENSG00000169288,MRPL1,ENSP00000315017,Q9BYD6,4,q21.1
ENSG00000145348,TBCK,ENSP00000378198,Q8TEA7,4,q24
ENSG00000138801,PAPSS1,ENSP00000265174,O43252,4,q25
ENSG00000282278,,ENSP00000423325,,4,q12
ENSG00000138663,COPS4,ENSP00000425976,Q9BT78,4,q21.22
ENSG00000155011,DKK2,ENSP00000285311,Q9UBU2,4,q25
ENSG00000236699,ARHGEF38,ENSP00000265154,Q9NXL2,4,q24
ENSG00000174808,BTC,ENSP00000379092,P35070,4,q13.3
ENSG00000164039,BDH2,ENSP00000296424,Q9BUT1,4,q24
ENSG00000138780,GSTCD,ENSP00000423639,,4,q24
ENSG00000124875,CXCL6,ENSP00000226317,P80162,4,q13.3
ENSG00000174599,TRAM1L1,ENSP00000309402,Q8N609,4,q26
ENSG00000138777,PPA2,ENSP00000343885,Q9H2U2,4,q24
ENSG00000033178,UBA6,ENSP00000313454,A0AVT1,4,q13.2
ENSG00000173376,NDNF,ENSP00000369014,Q8TB73,4,q27
ENSG00000163116,STPG2,ENSP00000428346,,4,q23
ENSG00000164037,SLC9B1,ENSP00000378269,Q4ZJI4,4,q24
ENSG00000135220,UGT2A3,ENSP00000251566,Q6UWM9,4,q13.2
ENSG00000050730,TNIP3,ENSP00000057513,Q96KP6,4,q27
ENSG00000138802,SEC24B,ENSP00000428564,O95487,4,q25
ENSG00000138674,SEC31A,ENSP00000422371,,4,q21.22
ENSG00000172403,SYNPO2,ENSP00000484885,Q9UMS6,4,q26
ENSG00000171195,MUC7,ENSP00000427594,,4,q13.3
ENSG00000164099,PRSS12,ENSP00000296498,P56730,4,q26
ENSG00000138653,NDST4,ENSP00000264363,Q9H3R1,4,q26
ENSG00000005059,MCUB,ENSP00000378145,Q9NWR8,4,q25
ENSG00000109182,CWH43,ENSP00000226432,Q9H720,4,p11
ENSG00000164100,NDST3,ENSP00000296499,O95803,4,q26
ENSG00000150961,SEC24D,ENSP00000280551,O94855,4,q26
ENSG00000163114,PDHA2,ENSP00000295266,P29803,4,q22.3
ENSG00000164109,MAD2L1,ENSP00000296509,Q13257,4,q27
ENSG00000186867,QRFPR,ENSP00000423369,,4,q27
ENSG00000138814,PPP3CA,ENSP00000422781,Q08209,4,q24
ENSG00000109270,LAMTOR3,ENSP00000424183,Q9UHA4,4,q23
ENSG00000109158,GABRA4,ENSP00000264318,P48169,4,p12
ENSG00000151012,SLC7A11,ENSP00000280612,Q9UPY5,4,q28.3
ENSG00000249242,TMEM150C,ENSP00000420919,B9EJG8,4,q21.22
ENSG00000171199,OPRPN,ENSP00000382485,Q99935,4,q13.3
ENSG00000164035,EMCN,ENSP00000296420,Q9ULC0,4,q24
ENSG00000163285,GABRG1,ENSP00000295452,Q8N1C3,4,p12
ENSG00000254535,PABPC4L,ENSP00000463233,P0CB38,4,q28.3
ENSG00000145283,SLC10A6,ENSP00000273905,Q3KNW5,4,q21.3
ENSG00000164066,INTU,ENSP00000422550,,4,q28.1
