ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000047621,FERRY3,ENSP00000261250,Q9NQ89,12,p13.32
ENSG00000130037,KCNA5,ENSP00000252321,P22460,12,p13.32
ENSG00000197614,MFAP5,ENSP00000441185,,12,p13.31
ENSG00000166523,CLEC4E,ENSP00000299663,Q9ULY5,12,p13.31
ENSG00000166532,RIMKLB,ENSP00000438004,Q9ULI2,12,p13.31
ENSG00000139083,ETV6,ENSP00000379658,P41212,12,p13.2
ENSG00000150048,CLEC1A,ENSP00000326407,Q8NC01,12,p13.2
ENSG00000197992,CLEC9A,ENSP00000348074,Q6UXN8,12,p13.2
ENSG00000070018,LRP6,ENSP00000261349,O75581,12,p13.2
ENSG00000184344,GDF3,ENSP00000331745,Q9NR23,12,p13.31
ENSG00000173391,OLR1,ENSP00000309124,P78380,12,p13.2
ENSG00000166527,CLEC4D,ENSP00000371496,,12,p13.31
ENSG00000151490,PTPRO,ENSP00000501352,Q16827,12,p12.3
ENSG00000111701,APOBEC1,ENSP00000229304,P41238,12,p13.31
ENSG00000172243,CLEC7A,ENSP00000266456,Q9BXN2,12,p13.2
ENSG00000111261,MANSC1,ENSP00000438205,Q9H8J5,12,p13.2
ENSG00000121335,PRB2,ENSP00000374013,P02812,12,p13.2
ENSG00000166535,A2ML1,ENSP00000299698,A8K2U0,12,p13.31
ENSG00000060982,BCAT1,ENSP00000261192,P54687,12,p12.1
ENSG00000211455,STK38L,ENSP00000437856,,12,p11.23
ENSG00000188991,SLC15A5,ENSP00000340402,A6NIM6,12,p12.3
ENSG00000111713,GYS2,ENSP00000261195,P54840,12,p12.1
ENSG00000165714,BORCS5,ENSP00000443023,,12,p13.2
ENSG00000008394,MGST1,ENSP00000442557,,12,p12.3
ENSG00000205846,CLEC6A,ENSP00000371505,Q6EIG7,12,p13.31
ENSG00000285854,,ENSP00000497202,,12,p12.1
ENSG00000187569,DPPA3,ENSP00000339250,Q6W0C5,12,p13.31
ENSG00000110975,SYT10,ENSP00000228567,Q6XYQ8,12,p11.1
ENSG00000151491,EPS8,ENSP00000281172,Q12929,12,p12.3
ENSG00000111224,PARP11,ENSP00000392392,Q9NR21,12,p13.32
ENSG00000130038,CRACR2A,ENSP00000331047,,12,p13.32
ENSG00000023697,DERA,ENSP00000416583,Q9Y315,12,p12.3
ENSG00000121380,BCL2L14,ENSP00000467086,Q9BZR8,12,p13.2
ENSG00000179715,PCED1B,ENSP00000446688,Q96HM7,12,q13.11
ENSG00000139044,B4GALNT3,ENSP00000266383,Q6L9W6,12,p13.33
ENSG00000205857,NANOGNB,ENSP00000371553,Q7Z5D8,12,p13.31
ENSG00000023734,STRAP,ENSP00000445693,,12,p12.3
ENSG00000167778,SPRYD3,ENSP00000301463,Q8NCJ5,12,q13.13
ENSG00000139173,TMEM117,ENSP00000448595,,12,q12
ENSG00000257987,SPMIP11,ENSP00000489652,A0A1B0GTD5,12,q13.12
ENSG00000151229,SLC2A13,ENSP00000280871,Q96QE2,12,q12
ENSG00000180116,REDIC1,ENSP00000383897,Q86WS4,12,q12
ENSG00000111704,NANOG,ENSP00000444434,,12,p13.31
ENSG00000175548,ALG10B,ENSP00000310120,Q5I7T1,12,q12
ENSG00000185652,NTF3,ENSP00000397297,P20783,12,p13.31
ENSG00000182199,SHMT2,ENSP00000333667,P34897,12,q13.3
ENSG00000185069,KRT76,ENSP00000330101,Q01546,12,q13.13
ENSG00000139117,CPNE8,ENSP00000329748,Q86YQ8,12,q12
ENSG00000139610,CELA1,ENSP00000293636,Q9UNI1,12,q13.13
ENSG00000170545,SMAGP,ENSP00000475068,Q0VAQ4,12,q13.13
ENSG00000174718,RESF1,ENSP00000445152,,12,p11.21
ENSG00000165966,PDZRN4,ENSP00000384197,Q6ZMN7,12,q12
ENSG00000152944,MED21,ENSP00000442126,,12,p11.23
ENSG00000173451,THAP2,ENSP00000310796,Q9H0W7,12,q21.1
ENSG00000118596,SLC16A7,ENSP00000449547,O60669,12,q14.1
ENSG00000058272,PPP1R12A,ENSP00000389168,O14974,12,q21.31
ENSG00000139626,ITGB7,ENSP00000267082,P26010,12,q13.13
ENSG00000139291,TMEM19,ENSP00000266673,Q96HH6,12,q21.1
ENSG00000111058,ACSS3,ENSP00000447748,,12,q21.31
ENSG00000167779,IGFBP6,ENSP00000448953,,12,q13.13
ENSG00000172867,KRT2,ENSP00000310861,P35908,12,q13.13
ENSG00000177425,PAWR,ENSP00000328088,Q96IZ0,12,q21.2
ENSG00000111110,PPM1H,ENSP00000228705,Q9ULR3,12,q14.2
ENSG00000139644,TMBIM6,ENSP00000449000,,12,q13.12
ENSG00000110934,BIN2,ENSP00000474972,,12,q13.13
ENSG00000127325,BEST3,ENSP00000449868,,12,q15
ENSG00000139629,GALNT6,ENSP00000444171,Q8NCL4,12,q13.13
ENSG00000133639,BTG1,ENSP00000256015,P62324,12,q21.33
ENSG00000111605,CPSF6,ENSP00000391774,Q16630,12,q15
ENSG00000133640,LRRIQ1,ENSP00000376906,,12,q21.31
ENSG00000153233,PTPRR,ENSP00000391750,Q15256,12,q15
ENSG00000172819,RARG,ENSP00000388510,P13631,12,q13.13
ENSG00000090382,LYZ,ENSP00000261267,P61626,12,q15
ENSG00000067798,NAV3,ENSP00000489639,,12,q21.2
ENSG00000175782,SLC35E3,ENSP00000501130,,12,q15
ENSG00000166211,SPIC,ENSP00000448580,Q8N5J4,12,q23.2
ENSG00000185958,FAM186A,ENSP00000441337,,12,q13.12
ENSG00000180318,ALX1,ENSP00000315417,Q15699,12,q21.31
ENSG00000197651,CCER1,ENSP00000351727,Q8TC90,12,q21.33
ENSG00000167768,KRT1,ENSP00000252244,P04264,12,q13.13
ENSG00000171310,CHST11,ENSP00000449093,,12,q23.3
ENSG00000066084,DIP2B,ENSP00000301180,Q9P265,12,q13.12
ENSG00000135655,USP15,ENSP00000258123,Q9Y4E8,12,q14.1
ENSG00000139287,TPH2,ENSP00000329093,Q8IWU9,12,q21.1
ENSG00000133773,CCDC59,ENSP00000450183,,12,q21.31
ENSG00000050438,SLC4A8,ENSP00000441520,Q2Y0W8,12,q13.13
ENSG00000111530,CAND1,ENSP00000442318,Q86VP6,12,q14.3
ENSG00000136010,ALDH1L2,ENSP00000258494,Q3SY69,12,q23.3
ENSG00000111581,NUP107,ENSP00000229179,P57740,12,q15
ENSG00000167780,SOAT2,ENSP00000450120,,12,q13.13
ENSG00000111145,ELK3,ENSP00000228741,P41970,12,q23.1
ENSG00000151572,ANO4,ENSP00000449116,,12,q23.1
ENSG00000180263,FGD6,ENSP00000344446,Q6ZV73,12,q22
ENSG00000196091,MYBPC1,ENSP00000447404,,12,q23.2
ENSG00000059758,CDK17,ENSP00000261211,Q00537,12,q23.1
ENSG00000174600,CMKLR1,ENSP00000311733,Q99788,12,q23.3
ENSG00000120860,WASHC3,ENSP00000438122,,12,q23.2
ENSG00000111670,GNPTAB,ENSP00000299314,Q3T906,12,q23.2
ENSG00000084110,HAL,ENSP00000261208,P42357,12,q23.1
ENSG00000189182,KRT77,ENSP00000342710,Q7Z794,12,q13.13
ENSG00000139354,GAS2L3,ENSP00000266754,Q86XJ1,12,q23.1
ENSG00000064115,TM7SF3,ENSP00000342322,Q9NS93,12,p11.23
ENSG00000166226,CCT2,ENSP00000299300,P78371,12,q15
ENSG00000136044,APPL2,ENSP00000258530,Q8NEU8,12,q23.3
ENSG00000057704,TMCC3,ENSP00000261226,Q9ULS5,12,q22
ENSG00000258102,MAP1LC3B2,ENSP00000450524,A6NCE7,12,q24.22
ENSG00000151233,GXYLT1,ENSP00000381666,Q4G148,12,q12
ENSG00000080371,RAB21,ENSP00000261263,Q9UL25,12,q21.1
ENSG00000165972,CCDC38,ENSP00000447129,,12,q23.1
ENSG00000182379,NXPH4,ENSP00000333593,O95158,12,q13.3
ENSG00000111252,SH2B3,ENSP00000345492,Q9UQQ2,12,q24.12
ENSG00000139651,ZNF740,ENSP00000409463,Q8NDX6,12,q13.13
ENSG00000012504,NR1H4,ENSP00000448506,Q96RI1,12,q23.1
ENSG00000091039,OSBPL8,ENSP00000376939,Q9BZF1,12,q21.2
ENSG00000177889,UBE2N,ENSP00000316176,P61088,12,q22
ENSG00000139133,ALG10,ENSP00000266483,Q5BKT4,12,p11.1
ENSG00000139218,SCAF11,ENSP00000358374,Q99590,12,q12
ENSG00000136040,PLXNC1,ENSP00000258526,O60486,12,q22
ENSG00000111046,MYF6,ENSP00000228641,P23409,12,q21.31
ENSG00000111142,METAP2,ENSP00000446052,,12,q22
ENSG00000061987,MON2,ENSP00000493462,,12,q14.1
ENSG00000183283,DAZAP2,ENSP00000394699,Q15038,12,q13.13
ENSG00000175183,CSRP2,ENSP00000310901,Q16527,12,q21.2
ENSG00000120833,SOCS2,ENSP00000339428,O14508,12,q22
ENSG00000102189,EEA1,ENSP00000317955,Q15075,12,q22
ENSG00000111785,RIC8B,ENSP00000376582,,12,q23.3
ENSG00000165891,E2F7,ENSP00000323246,Q96AV8,12,q21.2
ENSG00000139324,TMTC3,ENSP00000447640,,12,q21.32
ENSG00000075035,WSCD2,ENSP00000448047,Q2TBF2,12,q23.3
ENSG00000256870,SLC5A8,ENSP00000445340,Q8N695,12,q23.2
ENSG00000188596,CFAP54,ENSP00000452066,,12,q23.1
ENSG00000075188,NUP37,ENSP00000448054,Q8NFH4,12,q23.2
ENSG00000111144,LTA4H,ENSP00000228740,P09960,12,q23.1
ENSG00000074527,NTN4,ENSP00000340998,Q9HB63,12,q22
ENSG00000127314,RAP1B,ENSP00000250559,P61224,12,q15
ENSG00000136014,USP44,ENSP00000258499,Q9H0E7,12,q22
ENSG00000122965,RBM19,ENSP00000442053,Q9Y4C8,12,q24.21
ENSG00000198812,LRRC10,ENSP00000355166,Q5BKY1,12,q15
ENSG00000139344,AMDHD1,ENSP00000266736,Q96NU7,12,q23.1
ENSG00000171759,PAH,ENSP00000448059,P00439,12,q23.2
ENSG00000151131,NOPCHAP1,ENSP00000447057,Q8N5I9,12,q23.3
ENSG00000111707,SUDS3,ENSP00000443988,Q9H7L9,12,q24.23
ENSG00000111049,MYF5,ENSP00000228644,P13349,12,q21.31
ENSG00000179941,BBS10,ENSP00000497413,Q8TAM1,12,q21.2
ENSG00000169372,CRADD,ENSP00000449570,,12,q22
ENSG00000183273,CCDC60,ENSP00000445505,,12,q24.23
ENSG00000173598,NUDT4,ENSP00000338352,Q9NZJ9,12,q22
ENSG00000136048,DRAM1,ENSP00000258534,Q8N682,12,q23.2
ENSG00000139767,SRRM4,ENSP00000267260,A7MD48,12,q24.23
ENSG00000127324,TSPAN8,ENSP00000377003,P19075,12,q21.1
ENSG00000123384,LRP1,ENSP00000451449,,12,q13.3
ENSG00000182870,GALNT9,ENSP00000380488,Q9HCQ5,12,q24.33
ENSG00000120800,UTP20,ENSP00000261637,O75691,12,q23.2
ENSG00000139292,LGR5,ENSP00000266674,O75473,12,q21.1
ENSG00000111452,ADGRD1,ENSP00000261654,Q6QNK2,12,q24.33
ENSG00000256223,ZNF10,ENSP00000445997,,12,q24.33
ENSG00000120805,ARL1,ENSP00000261636,P40616,12,q23.2
ENSG00000189046,ALKBH2,ENSP00000343021,Q6NS38,12,q24.11
ENSG00000135090,TAOK3,ENSP00000416374,Q9H2K8,12,q24.23
ENSG00000139352,ASCL1,ENSP00000266744,P50553,12,q23.2
ENSG00000135093,USP30,ENSP00000376535,,12,q24.11
ENSG00000135678,CPM,ENSP00000447051,,12,q15
ENSG00000151136,ABTB3,ENSP00000280758,A6QL63,12,q23.3
ENSG00000089169,RPH3A,ENSP00000446789,,12,q24.13
ENSG00000089041,P2RX7,ENSP00000438586,,12,q24.31
ENSG00000151952,TMEM132D,ENSP00000374092,Q14C87,12,q24.33
ENSG00000179520,SLC17A8,ENSP00000316909,Q8NDX2,12,q23.1
ENSG00000185482,STAC3,ENSP00000452068,Q96MF2,12,q13.3
ENSG00000089234,BRAP,ENSP00000403524,Q7Z569,12,q24.12
ENSG00000111666,CHPT1,ENSP00000229266,Q8WUD6,12,q23.2
ENSG00000135111,TBX3,ENSP00000257567,O15119,12,q24.21
ENSG00000166111,SVOP,ENSP00000479104,Q8N4V2,12,q24.11
ENSG00000227059,ANHX,ENSP00000409950,E9PGG2,12,q24.33
ENSG00000139351,SYCP3,ENSP00000266743,Q8IZU3,12,q23.2
ENSG00000111790,FGFR1OP2,ENSP00000229395,Q9NVK5,12,p11.23
ENSG00000173208,ABCD2,ENSP00000310688,Q9UBJ2,12,q12
ENSG00000127337,YEATS4,ENSP00000247843,O95619,12,q15
ENSG00000006831,ADIPOR2,ENSP00000349616,Q86V24,12,p13.33
ENSG00000151062,CACNA2D4,ENSP00000440231,,12,p13.33
ENSG00000166159,LRTM2,ENSP00000446278,Q8N967,12,p13.33
ENSG00000151065,DCP1B,ENSP00000280665,Q8IZD4,12,p13.33
ENSG00000111752,PHC1,ENSP00000437654,,12,p13.31
ENSG00000003056,M6PR,ENSP00000000412,P20645,12,p13.31
ENSG00000139187,KLRG1,ENSP00000445627,,12,p13.31
ENSG00000126838,PZP,ENSP00000261336,P20742,12,p13.31
ENSG00000089225,TBX5,ENSP00000384152,Q99593,12,q24.21
