ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000078902,TOLLIP,ENSP00000314733,Q9H0E2,11,p15.5
ENSG00000117983,MUC5B,ENSP00000436812,Q9HC84,11,p15.5
ENSG00000174672,BRSK2,ENSP00000310697,Q8IWQ3,11,p15.5
ENSG00000149054,ZNF215,ENSP00000278319,Q9UL58,11,p15.4
ENSG00000110328,GALNT18,ENSP00000227756,Q6P9A2,11,p15.4
ENSG00000175868,CALCB,ENSP00000428882,,11,p15.2
ENSG00000149050,ZNF214,ENSP00000278314,Q9UL59,11,p15.4
ENSG00000215182,MUC5AC,ENSP00000485659,P98088,11,p15.5
ENSG00000170748,RBMXL2,ENSP00000304139,O75526,11,p15.4
ENSG00000134343,ANO3,ENSP00000500506,,11,p14.3
ENSG00000170743,SYT9,ENSP00000432141,,11,p15.4
ENSG00000254598,CSNK2A3,ENSP00000473553,Q8NEV1,11,p15.4
ENSG00000183161,FANCF,ENSP00000330875,Q9NPI8,11,p14.3
ENSG00000129158,SERGEF,ENSP00000431490,,11,p15.1
ENSG00000121691,CAT,ENSP00000241052,P04040,11,p13
ENSG00000166478,ZNF143,ENSP00000434638,,11,p15.4
ENSG00000109851,DBX1,ENSP00000436881,A6NMT0,11,p15.1
ENSG00000129151,BBOX1,ENSP00000435781,O75936,11,p14.2
ENSG00000187398,LUZP2,ENSP00000336817,Q86TE4,11,p14.3
ENSG00000179431,FJX1,ENSP00000400223,Q86VR8,11,p13
ENSG00000258817,OR4C13,ENSP00000452277,Q8NGP0,11,p11.12
ENSG00000133818,RRAS2,ENSP00000403282,P62070,11,p15.2
ENSG00000262655,SPON1,ENSP00000460236,Q9HCB6,11,p15.2
ENSG00000205030,OR5L2,ENSP00000367650,Q8NGL0,11,q12.1
ENSG00000086205,FOLH1,ENSP00000256999,Q04609,11,p11.12
ENSG00000198168,SVIP,ENSP00000346130,Q8NHG7,11,p14.3
ENSG00000170946,DNAJC24,ENSP00000417548,Q6P3W2,11,p13
ENSG00000186113,OR5D14,ENSP00000334456,Q8NGL3,11,q11
ENSG00000279761,OR5D13,ENSP00000485428,Q8NGL4,11,q11
ENSG00000186509,OR9Q1,ENSP00000334934,Q8NGQ5,11,q12.1
ENSG00000279514,OR4C16,ENSP00000485295,Q8NGL9,11,q11
ENSG00000166326,TRIM44,ENSP00000299413,Q96DX7,11,p13
ENSG00000110048,OSBP,ENSP00000263847,P22059,11,q12.1
ENSG00000172772,OR10W1,ENSP00000378516,Q8NGF6,11,q12.1
ENSG00000197786,OR5B17,ENSP00000349945,Q8NGF7,11,q12.1
ENSG00000221840,OR4A5,ENSP00000367664,Q8NH83,11,q11
ENSG00000135362,PRR5L,ENSP00000435050,Q6MZQ0,11,p13
ENSG00000110442,COMMD9,ENSP00000263401,Q9P000,11,p13
ENSG00000285283,,ENSP00000436482,,11,p13
ENSG00000186660,ZFP91,ENSP00000339030,Q96JP5,11,q12.1
ENSG00000225997,OR4A8,ENSP00000476467,,11,q11
ENSG00000149124,GLYAT,ENSP00000468512,,11,q12.1
ENSG00000150244,TRIM48,ENSP00000402414,Q8IWZ4,11,q11
ENSG00000255359,CCDC179,ENSP00000457511,H3BU77,11,p14.3
ENSG00000167825,OR5I1,ENSP00000301532,Q13606,11,q12.1
