ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000141258,SGSM2,ENSP00000459218,,17,p13.3
ENSG00000185722,ANKFY1,ENSP00000343362,Q9P2R3,17,p13.2
ENSG00000074755,ZZEF1,ENSP00000371051,O43149,17,p13.2
ENSG00000167193,CRK,ENSP00000381942,P46108,17,p13.3
ENSG00000141040,ZNF287,ENSP00000379168,Q9HBT7,17,p11.2
ENSG00000285471,,ENSP00000461865,,17,p13.2
ENSG00000181350,LRRC75A,ENSP00000386504,Q8NAA5,17,p11.2
ENSG00000109046,WSB1,ENSP00000462737,,17,q11.1
ENSG00000133027,PEMT,ENSP00000379128,Q9UBM1,17,p11.2
ENSG00000108582,CPD,ENSP00000225719,O75976,17,q11.2
ENSG00000108578,BLMH,ENSP00000261714,Q13867,17,q11.2
ENSG00000198783,ZNF830,ENSP00000354518,Q96NB3,17,q12
ENSG00000126653,NSRP1,ENSP00000464237,,17,q11.2
ENSG00000167693,NXN,ENSP00000461038,Q6DKJ4,17,p13.3
ENSG00000006125,AP2B1,ENSP00000468183,,17,q12
ENSG00000132141,CCT6B,ENSP00000398044,Q92526,17,q12
ENSG00000005156,LIG3,ENSP00000367787,P49916,17,q12
ENSG00000278540,ACACA,ENSP00000483300,Q13085,17,q12
ENSG00000108599,AKAP10,ENSP00000225737,O43572,17,p11.2
ENSG00000108576,SLC6A4,ENSP00000385822,P31645,17,q11.2
ENSG00000172301,COPRS,ENSP00000304327,Q9NQ92,17,q11.2
ENSG00000131471,AOC3,ENSP00000312326,Q16853,17,q21.31
ENSG00000131482,G6PC1,ENSP00000465958,P35575,17,q21.31
ENSG00000182271,TMIGD1,ENSP00000446118,Q6UXZ0,17,q11.2
ENSG00000126581,BECN1,ENSP00000355231,Q14457,17,q21.31
ENSG00000176563,CNTD1,ENSP00000465204,Q8N815,17,q21.2
ENSG00000197566,ZNF624,ENSP00000310472,Q9P2J8,17,p11.2
ENSG00000126562,WNK4,ENSP00000246914,Q96J92,17,q21.2
ENSG00000108848,LUC7L3,ENSP00000425092,O95232,17,q21.33
ENSG00000108651,UTP6,ENSP00000261708,Q9NYH9,17,q11.2
ENSG00000131480,AOC2,ENSP00000253799,O75106,17,q21.31
ENSG00000154945,ANKRD40,ENSP00000285243,Q6AI12,17,q21.33
ENSG00000108798,ABI3,ENSP00000225941,Q9P2A4,17,q21.32
ENSG00000173714,WFIKKN2,ENSP00000405889,,17,q21.33
ENSG00000183978,COA3,ENSP00000467546,,17,q21.2
ENSG00000167083,GNGT2,ENSP00000420946,,17,q21.32
ENSG00000108846,ABCC3,ENSP00000422786,,17,q21.33
ENSG00000011260,UTP18,ENSP00000225298,Q9Y5J1,17,q21.33
ENSG00000141200,KIF2B,ENSP00000268919,Q8N4N8,17,q22
ENSG00000154975,CA10,ENSP00000459619,Q9NS85,17,q22
ENSG00000011052,NME1-NME2,ENSP00000376889,,17,q21.33
ENSG00000154229,PRKCA,ENSP00000462087,,17,q24.2
ENSG00000141198,TOM1L1,ENSP00000458553,O75674,17,q22
ENSG00000141232,TOB1,ENSP00000427695,P50616,17,q21.33
ENSG00000069188,SDK2,ENSP00000376421,Q58EX2,17,q25.1
ENSG00000180901,KCTD2,ENSP00000464630,,17,q25.1
ENSG00000166260,COX11,ENSP00000459901,Q9Y6N1,17,q22
ENSG00000141570,CBX8,ENSP00000269385,Q9HC52,17,q25.3
ENSG00000159217,IGF2BP1,ENSP00000290341,Q9NZI8,17,q21.32
ENSG00000011258,MBTD1,ENSP00000468304,Q05BQ5,17,q21.33
ENSG00000141568,FOXK2,ENSP00000436108,Q01167,17,q25.3
ENSG00000154265,ABCA5,ENSP00000376443,Q8WWZ7,17,q24.3
ENSG00000166263,STXBP4,ENSP00000365530,Q6ZWJ1,17,q22
ENSG00000173838,MARCHF10,ENSP00000464220,,17,q23.2
ENSG00000141179,PCTP,ENSP00000268896,Q9UKL6,17,q22
ENSG00000166292,TMEM100,ENSP00000395328,Q9NV29,17,q22
ENSG00000266967,AARSD1,ENSP00000467714,,17,q21.31
ENSG00000108825,PTGES3L-AARSD1,ENSP00000353355,Q9BTE6,17,q21.31
ENSG00000130935,NOL11,ENSP00000463662,,17,q24.2
ENSG00000070540,WIPI1,ENSP00000465695,,17,q24.2
ENSG00000072210,ALDH3A2,ENSP00000461916,P51648,17,p11.2
ENSG00000108602,ALDH3A1,ENSP00000378923,,17,p11.2
ENSG00000083290,ULK2,ENSP00000354877,Q8IYT8,17,p11.2
ENSG00000166329,CCDC182,ENSP00000299415,A6NF36,17,q22
ENSG00000181610,MRPS23,ENSP00000320184,Q9Y3D9,17,q22
ENSG00000214860,EVPLL,ENSP00000382086,A8MZ36,17,p11.2
ENSG00000171916,LGALS9C,ENSP00000464108,,17,p11.2
ENSG00000171931,FBXW10,ENSP00000310382,Q5XX13,17,p11.2
ENSG00000171928,TVP23B,ENSP00000460239,,17,p11.2
ENSG00000277957,SENP3-EIF4A1,ENSP00000483614,,17,p13.1
ENSG00000129226,CD68,ENSP00000369867,P34810,17,p13.1
ENSG00000129255,MPDU1,ENSP00000462500,,17,p13.1
ENSG00000129194,SOX15,ENSP00000439311,O60248,17,p13.1
ENSG00000129214,SHBG,ENSP00000458875,,17,p13.1
ENSG00000141504,SAT2,ENSP00000269298,Q96F10,17,p13.1
ENSG00000129244,ATP1B2,ENSP00000459145,,17,p13.1
ENSG00000108947,EFNB3,ENSP00000226091,Q15768,17,p13.1
ENSG00000262628,OR1D5,ENSP00000459028,P58170,17,p13.3
ENSG00000262085,OR1P1,ENSP00000493090,,17,p13.3
ENSG00000109084,TMEM97,ENSP00000226230,Q5BJF2,17,q11.2
ENSG00000109079,TNFAIP1,ENSP00000440749,Q13829,17,q11.2
ENSG00000004142,POLDIP2,ENSP00000475924,Q9Y2S7,17,q11.2
ENSG00000244045,TMEM199,ENSP00000462356,,17,q11.2
ENSG00000109072,VTN,ENSP00000226218,P04004,17,q11.2
ENSG00000197879,MYO1C,ENSP00000496799,O00159,17,p13.3
ENSG00000132376,INPP5K,ENSP00000413937,Q9BT40,17,p13.3
ENSG00000167705,RILP,ENSP00000459101,,17,p13.3
ENSG00000185561,TLCD2,ENSP00000331965,A6NGC4,17,p13.3
ENSG00000167711,SERPINF2,ENSP00000321853,P08697,17,p13.3
ENSG00000132386,SERPINF1,ENSP00000461660,,17,p13.3
ENSG00000186532,SMYD4,ENSP00000304360,Q8IYR2,17,p13.3
ENSG00000132383,RPA1,ENSP00000461733,,17,p13.3
ENSG00000125398,SOX9,ENSP00000245479,P48436,17,q24.3
ENSG00000185294,SPPL2C,ENSP00000332488,Q8IUH8,17,q21.31
ENSG00000256762,STH,ENSP00000443168,Q8IWL8,17,q21.31
ENSG00000121067,SPOP,ENSP00000425905,O43791,17,q21.33
ENSG00000121073,SLC35B1,ENSP00000497423,P78383,17,q21.33
ENSG00000121104,FAM117A,ENSP00000240364,Q9C073,17,q21.33
ENSG00000064195,DLX3,ENSP00000389870,O60479,17,q21.33
ENSG00000141577,CEP131,ENSP00000363914,Q9UPN4,17,q25.3
ENSG00000224877,NDUFAF8,ENSP00000400184,A1L188,17,q25.3
ENSG00000157637,SLC38A10,ENSP00000363891,Q9HBR0,17,q25.3
ENSG00000185504,FAAP100,ENSP00000395348,,17,q25.3
ENSG00000240505,TNFRSF13B,ENSP00000463582,,17,p11.2
ENSG00000179598,PLD6,ENSP00000317177,Q8N2A8,17,p11.2
ENSG00000154803,FLCN,ENSP00000285071,Q8NFG4,17,p11.2
ENSG00000141030,COPS3,ENSP00000268717,Q9UNS2,17,p11.2
ENSG00000205309,NT5M,ENSP00000481269,,17,p11.2
