ensembl_gene_id,external_gene_name,ensembl_peptide_id,uniprotswissprot,chromosome_name,band
ENSG00000185736,ADARB2,ENSP00000370713,Q9NS39,10,p15.3
ENSG00000067082,KLF6,ENSP00000419923,Q99612,10,p15.2
ENSG00000165629,ATP5F1C,ENSP00000349142,P36542,10,p14
ENSG00000151655,ITIH2,ENSP00000351190,P19823,10,p14
ENSG00000151468,CCDC3,ENSP00000368102,Q9BQI4,10,p13
ENSG00000151657,KIN,ENSP00000368881,O60870,10,p14
ENSG00000176244,ACBD7,ENSP00000367453,Q8N6N7,10,p13
ENSG00000152464,RPP38,ENSP00000367445,P78345,10,p13
ENSG00000123243,ITIH5,ENSP00000380333,,10,p14
ENSG00000260314,MRC1,ENSP00000455897,P22897,10,p12.33
ENSG00000107611,CUBN,ENSP00000367064,O60494,10,p13
ENSG00000107614,TRDMT1,ENSP00000346652,,10,p13
ENSG00000148481,MINDY3,ENSP00000367275,,10,p13
ENSG00000165309,ARMC3,ENSP00000298032,Q5W041,10,p12.2
ENSG00000150867,PIP4K2A,ENSP00000365757,P48426,10,p12.2
ENSG00000179133,C10orf67,ENSP00000490237,,10,p12.2
ENSG00000204740,MALRD1,ENSP00000412763,Q5VYJ5,10,p12.31
ENSG00000148488,ST8SIA6,ENSP00000388343,,10,p12.33
ENSG00000150051,MKX,ENSP00000364946,Q8IYA7,10,p12.1
ENSG00000263761,GDF2,ENSP00000463051,Q9UK05,10,q11.22
ENSG00000169126,ODAD2,ENSP00000500856,,10,p12.1
ENSG00000077943,ITGA8,ENSP00000367316,P53708,10,p13
ENSG00000148482,SLC39A12,ENSP00000366591,Q504Y0,10,p12.33
ENSG00000172671,ZFAND4,ENSP00000339484,Q86XD8,10,q11.22
ENSG00000095777,MYO3A,ENSP00000495965,Q8NEV4,10,p12.1
ENSG00000148450,MSRB2,ENSP00000365693,Q9Y3D2,10,p12.2
ENSG00000168267,PTF1A,ENSP00000365687,Q7RTS3,10,p12.2
ENSG00000099256,PRTFDC1,ENSP00000318602,Q9NRG1,10,p12.1
ENSG00000151023,ENKUR,ENSP00000331044,Q8TC29,10,p12.1
ENSG00000136770,DNAJC1,ENSP00000366179,Q96KC8,10,p12.31
ENSG00000165443,PHYHIPL,ENSP00000362987,Q96FC7,10,q21.1
ENSG00000265203,RBP3,ENSP00000463151,P10745,10,q11.22
ENSG00000165322,ARHGAP12,ENSP00000310984,Q8IWW6,10,p11.22
ENSG00000072401,UBE2D1,ENSP00000363019,P51668,10,q21.1
ENSG00000266524,GDF10,ENSP00000464145,P55107,10,q11.22
ENSG00000196693,ZNF33B,ENSP00000484085,,10,q11.21
ENSG00000099250,NRP1,ENSP00000364009,,10,p11.22
ENSG00000120594,PLXDC2,ENSP00000366450,Q6UX71,10,p12.31
ENSG00000227877,MRLN,ENSP00000488429,P0DMT0,10,q21.2
ENSG00000165757,JCAD,ENSP00000364526,Q9P266,10,p11.23
ENSG00000077327,SPAG6,ENSP00000365811,O75602,10,p12.2
ENSG00000165406,MARCHF8,ENSP00000411848,Q5T0T0,10,q11.22
ENSG00000107984,DKK1,ENSP00000363081,O94907,10,q21.1
ENSG00000170759,KIF5B,ENSP00000307078,P33176,10,p11.22
ENSG00000152465,NMT2,ENSP00000367407,O60551,10,p13
ENSG00000060339,CCAR1,ENSP00000438881,,10,q21.3
ENSG00000122952,ZWINT,ENSP00000363055,O95229,10,q21.1
ENSG00000184923,NUTM2A,ENSP00000371126,Q8IVF1,10,q23.2
ENSG00000122359,ANXA11,ENSP00000361305,P50995,10,q22.3
ENSG00000107789,MINPP1,ENSP00000361064,Q9UNW1,10,q23.2
ENSG00000108064,TFAM,ENSP00000420588,Q00059,10,q21.1
ENSG00000182771,GRID1,ENSP00000330148,Q9ULK0,10,q23.2
ENSG00000138119,MYOF,ENSP00000432708,,10,q23.33
ENSG00000152804,HHEX,ENSP00000282728,Q03014,10,q23.33
ENSG00000107771,CCSER2,ENSP00000361160,Q9H7U1,10,q23.1
ENSG00000165476,REEP3,ENSP00000362863,Q6NUK4,10,q21.3
ENSG00000269891,ARHGAP19-SLIT1,ENSP00000473567,,10,q24.1
ENSG00000095587,TLL2,ENSP00000350630,Q9Y6L7,10,q24.1
ENSG00000148572,NRBF2,ENSP00000277746,Q96F24,10,q21.3
ENSG00000165841,CYP2C19,ENSP00000483847,,10,q23.33
ENSG00000187553,CYP26C1,ENSP00000498424,Q6V0L0,10,q23.33
ENSG00000155629,PIK3AP1,ENSP00000339826,Q6ZUJ8,10,q24.1
ENSG00000156650,KAT6B,ENSP00000497504,,10,q22.2
ENSG00000175395,ZNF25,ENSP00000302222,P17030,10,p11.21
ENSG00000198060,MARCHF5,ENSP00000351813,Q9NX47,10,q23.32
ENSG00000107864,CPEB3,ENSP00000398310,Q8NE35,10,q23.32
ENSG00000138190,EXOC6,ENSP00000500529,Q8TAG9,10,q23.33
ENSG00000122870,BICC1,ENSP00000362993,Q9H694,10,q21.1
ENSG00000166167,BTRC,ENSP00000359206,Q9Y297,10,q24.32
ENSG00000107447,DNTT,ENSP00000360216,P04053,10,q24.1
ENSG00000148468,FAM171A1,ENSP00000367356,Q5VUB5,10,p13
ENSG00000189180,ZNF33A,ENSP00000485869,Q06730,10,p11.1
ENSG00000148834,GSTO1,ENSP00000358727,P78417,10,q25.1
ENSG00000177613,CSTF2T,ENSP00000332444,Q9H0L4,10,q21.1
ENSG00000213390,ARHGAP19,ENSP00000473327,,10,q24.1
ENSG00000166171,DPCD,ENSP00000359170,Q9BVM2,10,q24.32
ENSG00000166169,POLL,ENSP00000359187,,10,q24.32
ENSG00000165669,FAM204A,ENSP00000358183,Q9H8W3,10,q26.11
ENSG00000107829,FBXW4,ENSP00000359149,,10,q24.32
ENSG00000148843,PDCD11,ENSP00000498205,,10,q24.33
ENSG00000258539,,ENSP00000455755,,10,q26.13
ENSG00000203837,PNLIPRP3,ENSP00000358232,Q17RR3,10,q25.3
ENSG00000185875,THNSL1,ENSP00000365534,Q8IYQ7,10,p12.1
ENSG00000072422,RHOBTB1,ENSP00000338671,O94844,10,q21.2
ENSG00000120563,LYZL1,ENSP00000498092,Q6UWQ5,10,p12.1
ENSG00000120029,ARMH3,ENSP00000359050,Q5T2E6,10,q24.32
ENSG00000204172,AGAP9,ENSP00000392206,Q5VTM2,10,q11.22
ENSG00000095596,CYP26A1,ENSP00000360586,O43174,10,q23.33
ENSG00000148541,FAM13C,ENSP00000481854,Q8NE31,10,q21.1
ENSG00000148841,ITPRIP,ENSP00000337178,Q8IWB1,10,q25.1
ENSG00000120051,CFAP58,ENSP00000358718,Q5T655,10,q25.1
ENSG00000196932,TMEM26,ENSP00000425286,Q6ZUK4,10,q21.2
ENSG00000151893,CACUL1,ENSP00000358147,Q86Y37,10,q26.11
ENSG00000107560,RAB11FIP2,ENSP00000347839,Q7L804,10,q26.11
ENSG00000188620,HMX3,ENSP00000350549,A6NHT5,10,q26.13
ENSG00000189319,FAM53B,ENSP00000338532,Q14153,10,q26.13
ENSG00000119973,PRLHR,ENSP00000239032,P49683,10,q26.11
ENSG00000138152,BTBD16,ENSP00000260723,Q32M84,10,q26.13
ENSG00000065154,OAT,ENSP00000357838,P04181,10,q26.13
ENSG00000170430,MGMT,ENSP00000498729,P16455,10,q26.3
ENSG00000148824,MTG1,ENSP00000475596,,10,q26.3
ENSG00000225899,FRG2B,ENSP00000408343,,10,q26.3
ENSG00000166272,WBP1L,ENSP00000414721,Q9NX94,10,q24.32
ENSG00000068383,INPP5A,ENSP00000357583,Q14642,10,q26.3
ENSG00000182022,CHST15,ENSP00000333947,Q7LFX5,10,q26.13
ENSG00000138162,TACC2,ENSP00000358001,O95359,10,q26.13
ENSG00000148702,HABP2,ENSP00000277903,Q14520,10,q25.3
ENSG00000186795,KCNK18,ENSP00000334650,Q7Z418,10,q25.3
ENSG00000229544,NKX1-2,ENSP00000451945,Q9UD57,10,q26.13
ENSG00000107902,LHPP,ENSP00000376512,,10,q26.13
ENSG00000166033,HTRA1,ENSP00000498033,,10,q26.13
ENSG00000165650,PDZD8,ENSP00000334642,Q8NEN9,10,q26.11
ENSG00000077147,TM9SF3,ENSP00000360184,Q9HD45,10,q24.1
ENSG00000175470,PPP2R2D,ENSP00000399970,Q66LE6,10,q26.3
ENSG00000188916,INSYN2A,ENSP00000429763,Q6ZSG2,10,q26.2
ENSG00000120008,WDR11,ENSP00000263461,Q9BZH6,10,q26.12
ENSG00000196177,ACADSB,ENSP00000357862,P45954,10,q26.13
ENSG00000108039,XPNPEP1,ENSP00000358697,,10,q25.1
ENSG00000186766,FOXI2,ENSP00000373572,Q6ZQN5,10,q26.2
ENSG00000165646,SLC18A2,ENSP00000496339,Q05940,10,q25.3
ENSG00000187164,SHTN1,ENSP00000480109,A0MZ66,10,q25.3
ENSG00000154478,GPR26,ENSP00000284674,Q8NDV2,10,q26.13
ENSG00000107518,ATRNL1,ENSP00000483722,,10,q25.3
ENSG00000165752,STK32C,ENSP00000357611,Q86UX6,10,q26.3
ENSG00000154473,BUB3,ENSP00000357858,O43684,10,q26.13
ENSG00000254636,ARMS2,ENSP00000436682,P0C7Q2,10,q26.13
ENSG00000176769,TCERG1L,ENSP00000357631,Q5VWI1,10,q26.3
ENSG00000265763,ZNF488,ENSP00000462269,Q96MN9,10,q11.22
ENSG00000182645,CCDC172,ENSP00000329860,P0C7W6,10,q25.3
ENSG00000148908,RGS10,ENSP00000358097,O43665,10,q26.11
ENSG00000185737,NRG3,ENSP00000361214,P56975,10,q23.1
ENSG00000148704,VAX1,ENSP00000277905,Q5SQQ9,10,q25.3
ENSG00000148700,ADD3,ENSP00000353286,Q9UEY8,10,q25.1
ENSG00000121898,CPXM2,ENSP00000241305,Q8N436,10,q26.13
ENSG00000151025,GPR158,ENSP00000498176,,10,p12.1
ENSG00000155229,MMS19,ENSP00000415326,,10,q24.1
ENSG00000196865,NHLRC2,ENSP00000358307,Q8NBF2,10,q25.3
ENSG00000170370,EMX2,ENSP00000450962,Q04743,10,q26.11
ENSG00000182010,RTKN2,ENSP00000325379,,10,q21.2
ENSG00000197430,OPALIN,ENSP00000360214,Q96PE5,10,q24.1
ENSG00000065621,GSTO2,ENSP00000345023,Q9H4Y5,10,q25.1
ENSG00000148814,LRRC27,ENSP00000342641,Q9C0I9,10,q26.3
ENSG00000171813,PWWP2B,ENSP00000486501,Q6NUJ5,10,q26.3
ENSG00000059915,PSD,ENSP00000481250,A5PKW4,10,q24.32
ENSG00000107874,CUEDC2,ENSP00000358953,Q9H467,10,q24.32
ENSG00000120055,C10orf95,ENSP00000489684,,10,q24.32
ENSG00000138111,MFSD13A,ENSP00000238936,Q14CX5,10,q24.32
ENSG00000138107,ACTR1A,ENSP00000490634,,10,q24.32
ENSG00000122861,PLAU,ENSP00000474318,,10,q22.2
ENSG00000148677,ANKRD1,ENSP00000360762,Q15327,10,q23.31
ENSG00000099290,WASHC2A,ENSP00000481763,,10,q11.23
ENSG00000138311,ZNF365,ENSP00000378675,Q70YC5,10,q21.2
ENSG00000203805,PLPP4,ENSP00000381302,Q5VZY2,10,q26.12
ENSG00000180592,SKIDA1,ENSP00000410041,Q1XH10,10,p12.31
ENSG00000214285,NPS,ENSP00000381105,P0C0P6,10,q26.2
ENSG00000152463,OLAH,ENSP00000399290,,10,p13
ENSG00000151929,BAG3,ENSP00000358081,O95817,10,q26.11
ENSG00000185532,PRKG1,ENSP00000384200,Q13976,10,q11.23
ENSG00000035403,VCL,ENSP00000485551,,10,q22.2
ENSG00000107882,SUFU,ENSP00000358918,Q9UMX1,10,q24.32
ENSG00000197893,NRAP,ENSP00000358367,Q86VF7,10,q25.3
ENSG00000120539,MASTL,ENSP00000365113,Q96GX5,10,p12.1
ENSG00000107890,ANKRD26,ENSP00000502237,,10,p12.1
ENSG00000187122,SLIT1,ENSP00000266058,O75093,10,q24.1
ENSG00000173848,NET1,ENSP00000347134,Q7Z628,10,p15.1
ENSG00000178372,CALML5,ENSP00000369689,Q9NZT1,10,p15.1
ENSG00000178363,CALML3,ENSP00000315299,P27482,10,p15.1
ENSG00000196372,ASB13,ENSP00000350331,Q8WXK3,10,p15.1
ENSG00000138180,CEP55,ENSP00000360540,Q53EZ4,10,q23.33
ENSG00000186188,FFAR4,ENSP00000360536,Q5NUL3,10,q23.33
ENSG00000095464,PDE6C,ENSP00000360502,P51160,10,q23.33
ENSG00000148690,FRA10AC1,ENSP00000360488,Q70Z53,10,q23.33
ENSG00000108231,LGI1,ENSP00000487116,,10,q23.33
ENSG00000185267,CDNF,ENSP00000419395,Q49AH0,10,p13
ENSG00000187522,HSPA14,ENSP00000367623,Q0VDF9,10,p13
ENSG00000148842,CNNM2,ENSP00000358894,Q9H8M5,10,q24.32
ENSG00000235376,RPEL1,ENSP00000476672,Q2QD12,10,q24.33
ENSG00000148798,INA,ENSP00000358865,Q16352,10,q24.33
ENSG00000156374,PCGF6,ENSP00000338845,Q9BYE7,10,q24.33
ENSG00000173915,ATP5MK,ENSP00000358840,Q96IX5,10,q24.33
ENSG00000176273,SLC35G1,ENSP00000360462,Q2M3R5,10,q23.33
ENSG00000173145,NOC3L,ENSP00000360412,Q8WTT2,10,q23.33
ENSG00000108239,TBC1D12,ENSP00000225235,O60347,10,q23.33
ENSG00000261456,TUBB8,ENSP00000456206,Q3ZCM7,10,p15.3
ENSG00000165471,MBL2,ENSP00000363079,P11226,10,q21.1
ENSG00000276430,FAM25C,ENSP00000485370,B3EWG5,10,q11.22
ENSG00000182333,LIPF,ENSP00000377900,P07098,10,q23.31
ENSG00000173239,LIPM,ENSP00000383901,Q5VYY2,10,q23.31
ENSG00000204020,LIPN,ENSP00000383923,Q5VXI9,10,q23.31
ENSG00000107968,MAP3K8,ENSP00000443610,P41279,10,p11.23
ENSG00000119953,SMNDC1,ENSP00000358616,O75940,10,q25.2
ENSG00000138166,DUSP5,ENSP00000358596,Q16690,10,q25.2
ENSG00000107951,MTPAP,ENSP00000263063,Q9NVV4,10,p11.23
ENSG00000265190,ANXA8,ENSP00000462181,,10,q11.22
ENSG00000196233,LCOR,ENSP00000502465,,10,q24.1
ENSG00000198954,KIFBP,ENSP00000486692,,10,q22.1
ENSG00000148688,RPP30,ENSP00000360768,P78346,10,q23.31
